utterance,emotion,did
"Ach so, verstehe.",neutral,124
"Na gut, auf Wiedersehen.",sadness,124
Da bist du! Ich wollte dich ein letztes Mal küssen.,surprise,124
Da bist du! Ich wollte dich ein letztes Mal küssen.,sadness,124
"Oh, nein. Ich will sehen, wie der Flieger aufsteigt.",neutral,124
"Das heißt, dass ich abfliegen muss.",joy,124
Nein.,neutral,779
"Wirklich? Denkst du, das klappt?",joy,390
"Wirklich? Denkst du, das klappt?",surprise,390
Wer macht denn hier so einen Krach?  Was ist das?,surprise,390
"Ach, du bist genial. Ich liebe dich.",joy,667
Gehen wir.  Moment!,joy,667
Wir brauchen noch was Altes.,sadness,667
"Ich hätte da noch ein Kondom, das ich seit meiner Kindheit mit mir rumtrage.",neutral,667
Das funktioniert.,joy,667
"Nein, sicher nicht.",neutral,667
Dafür hätten wir das hier.  Ich klaue doch nicht.,neutral,667
Dafür hätten wir das hier.  Ich klaue doch nicht.,sadness,667
Wir bringen es zurück. Pack es unter dein Kleid.,neutral,667
ich kann nicht so eine Entscheidung treffen. Zu kompliziert.,anger,196
Die MagicKugel?,disgust,196
Das ist doch kein Spielzeug!,anger,196
"Entweder stehe ich zu meiner Frau und verliere meine beste Freundin,",anger,196
Ich weiß einfach nicht weiter.,anger,196
"Sagt frei heraus, was euch einfällt.",anger,196
"Na also, alles klar.",neutral,196
Es kann losgehen.,neutral,196
"Liebe Kugel, sag mir,",neutral,196
Später könnte schon zu spät sein!,anger,196
So ein Käse!,anger,196
Sie ist kaputt. Diese Kugel hier ist kaputt!,anger,196
Sie ist kaputt. Diese Kugel hier ist kaputt!,anger,196
"Warte, zeig mal her.",neutral,196
<i>Ich trinke gern Tee...</i>,neutral,196
"Einmal wirst du mit mir tanzen gehen.  Ha, ha, ha.",neutral,196
Wirklich?  Ja.,joy,14
Wirklich?  Ja.,joy,14
Wirklich?  Ja.,joy,14
"Ok.  Aber das ist nicht genug, finde ich.",neutral,14
"Ok.  Aber das ist nicht genug, finde ich.",neutral,14
Und das geht nicht ein bisschen zu schnell?  Mhmhm.,neutral,14
"Ja, das ist gleich da vorn. Sehen Sie, da ist es.",neutral,14
"Du hast das schon mal gemacht?  Ja, ja. Ja.",surprise,14
"Es ist nur wichtig, dass du weit ausholst.",neutral,14
"Also, keine Hemmungen.",neutral,14
Hey!  Hey.,joy,14
"Was wird das denn?  Wir feiern, dass Joey wieder in",neutral,14
"Ah, verstehe.",neutral,14
"Weißt du, Dad, im Moment ist es ganz schlecht. Ähm...",neutral,852
"Hör zu, ähm...",neutral,852
Es tut mir leid.,sadness,852
"Weißt du noch, was du mir unter der Brücke gesagt hast?",neutral,852
Aber du trinkst doch gar nicht.,sadness,852
"Oh, Urs.",neutral,852
"Und wenn, würdest du den Kontakt zu ihr abbrechen?",neutral,852
"Ähm, ja, dann liegt's an Phoebe.",anger,852
"Weißt du,",sadness,852
Ich würde gern zu dir rüberkommen.,joy,697
Wirklich?  Aber ja. Sagen wir so gegen  Uhr?,surprise,697
Ja.,neutral,697
"Ich freue mich, dass wir es treiben werden. Ich kann es nicht erwarten.",joy,697
Seht euch das an! Der hässliche Nackte hat einen nackten Freund!,surprise,697
"Ja, genau!",surprise,697
Das ist der nackte Ross!  Das ist Ross!,surprise,697
Die ist doch perfekt!,joy,442
Was meinst du?,neutral,442
Küche Schrägstrich Badezimmer.,neutral,442
"Ich verstehe, worauf ihr hinauswollt.",neutral,442
Wir sind ganz schön miese Typen.,disgust,442
"Er merkte, dass wir ihn loswerden möchten.",surprise,442
Jetzt kommt die Kamera.,neutral,553
"Gut, das macht ja nichts. Sei schön cool.",neutral,553
Wieso sind wir nie im Bild?  Ah!,neutral,553
Wir müssen auf eine der Platfformen.,neutral,553
Gut.,neutral,553
Wir haben tanzen gelernt.,joy,553
Was?,joy,553
"Hey, du kannst gut tanzen.  Wirklich?",surprise,553
Du musst nur in den Hüften lockerer werden.,neutral,553
Wie meinst du das?  Ich zeig's dir.,neutral,553
Wie meinst du das?  Ich zeig's dir.,neutral,553
"Dann fühlst du den Rhythmus. lst doch super, oder?",neutral,553
Ja.,neutral,553
Wir sind zusammen gekommen.  Wir  tanzen zusammen.,joy,553
Das sehe ich anders.,neutral,553
Bitte lass mich mit ihr weitertanzen. Ich habe vielleicht eine Chance.,sadness,553
Meinst du wirklich? Ich nicht.,anger,553
Wirklich?,surprise,553
"Und ihr sollt wissen, dass ich es heute dem Vater sagen werde.",neutral,895
"Ja, aber Sie können aufschließen.  Bis dahin ist das Haus explodiert.",neutral,895
"Wenn das noch in einem Haus passiert, das ich verwalte, werden Fragen gestellt.",neutral,895
"Komm schon, beeil dich.",sadness,895
"Komm schon, beeil dich.",anger,895
Wie läuft es denn so mit Paul?  Gut.,neutral,226
Er ist nur leider so wahnsinnig verschlossen.,neutral,226
"Es wäre so schön, wenn er Gefühle zeigen würde.",sadness,226
"Stell ihn dir einfach als Gurkenglas vor, das du nicht aufmachen kannst.",neutral,226
Soll ich ihn unter heißes Wasser halten,surprise,226
"Nein, das tust du doch nur, wenn du die Wahrheit rausbringen willst.",neutral,226
"Oh, hi.  Hallo, Rachel.",neutral,226
"Ja, richtig, heute ist ja deine Party!",surprise,226
"Du siehst toll aus. Gut, dass du gekommen bist.",joy,226
"Irgendwann ist jede Gala zu Ende, so ist das Leben nun mal.",neutral,226
"Lauf bitte nicht weg, ich bin gleich wieder da.",neutral,226
"Ich dachte, das ist kein Spiel.",neutral,226
"Hast du nicht gehört? Er freut sich, dass ich gekommen bin.",neutral,226
"Das ist Tom. Das ist die Frau, von der ich dir erzählt habe.",neutral,226
Du erzählst schon fremden Leuten von mir?,surprise,226
"Ich glaube, dass ihr euch gut verstehen werdet.",joy,226
"Du arbeitest bei Bloomingdale's? Meine Mom hat das immer ""Bloomies"" genannt.",neutral,226
Ich werde mal zu meinem Freund rübergehen.,sadness,226
"Ja, das ist schon in Ordnung.",disgust,226
Er will das Spiel in die Hand nehmen.,joy,226
Ich will was trinken.,neutral,226
Ja.,joy,226
Ist etwa großer Trubel zu erwarten?,neutral,275
"Ich weiß nicht, welche Rolle das spielt.",anger,275
"Wenn es farblich zur Hose passt, trag dir eine Breihose auf,",anger,275
Hast du einen Moment Zeit?,neutral,275
Wie soll ich so...,fear,275
Find ich auch.  Find ich auch.,neutral,275
Find ich auch.  Find ich auch.,neutral,275
Ich auch!  Fantastisch.,neutral,275
"Joey, ich habe ein Riesenproblem.  Dein Timing könnte nicht besser sein.",fear,275
"Ok, ok. Ich werde dir jetzt etwas sagen.",neutral,275
"Das ist ein Hammer, aber du darfst es keinem erzählen.",surprise,275
"Nein, nein, ich will es nicht wissen.",fear,275
Was darfst du nicht erzählen?,surprise,275
Ich liefer dir keinen Tratschstoff.,disgust,275
Ich kann das einfach nicht für mich behalten.,fear,275
Gehen wir jetzt essen?,neutral,1005
"Oh ja, aber gern.  Gut.",joy,1005
"Oh ja, aber gern.  Gut.",joy,1005
"Ja, diesen Laden liebe ich! Ha, ha.",neutral,1005
Wie wär's mit Mama Lozetti's?,neutral,1005
Ok.,neutral,1005
"Ich möchte wissen, wie lange die Milch schon da steht.",disgust,1005
Das Central Perk ist total reinlich.,neutral,1005
"Diese Milch gehört mir. Ich habe sie gekauft,",neutral,1005
"Diese Milch gehört mir. Ich habe sie gekauft,",neutral,1005
"Ok, wir können gehen.",joy,1005
Augenblick.,anger,1005
Das ist ein Umweg.,neutral,1005
Sie finden Bequemlichkeit wichtiger als Sauberkeit?,disgust,1005
Jetzt hör doch mal auf.,anger,1005
Kannst du denn nicht einfach Larry sein? Nicht der vom Gesundheitsamt?,neutral,1005
Anfangs fand ich das ja lustig.,anger,1005
Vielleicht würde ja eine Verwarnung reichen.,neutral,1005
Danke.,joy,1005
Und jetzt geh schon!,neutral,1005
Und jetzt geh schon!,anger,1005
"Wenn du noch irgendeinem eine reinwürgen musst,",disgust,1005
"Hat er angerufen?  Nein, tut mir leid.",neutral,158
"Ich könnte mir vorstellen, dass er vor einer selbstbewussten Frau Angst hat.",neutral,158
"Also, wieso hat er mich nicht angerufen?",neutral,158
Wie bitte? Wieso sollte ihm das unangenehm sein?,surprise,158
"Hey.  Hey. Ha, ha.",joy,49
Monica.,neutral,49
"Na gut, dann werde ich ins Badezimmer gehen.",neutral,49
Ich habe auf diese Heimlichkeiten keine Lust mehr.,neutral,49
"Ja. Was hältst du davon, wenn wir übers Wochenende wegfahren?",neutral,49
"Ja. Was hältst du davon, wenn wir übers Wochenende wegfahren?",neutral,49
"Ja. Was hältst du davon, wenn wir übers Wochenende wegfahren?",joy,49
Ein ganzes Wochenende?,surprise,49
"Ha, ha, ok. Genau, und da fährst du nicht hin.",neutral,49
Was ist mit Joey?,neutral,49
Hi.  Hi.,joy,49
Das ist ja keine ExFreundin von dir.  Wir waren einmal aus.,neutral,49
Das ist alles nur deine Schuld.  Wieso? Was kann ich denn dafür?,anger,49
Das ist alles nur deine Schuld.  Wieso? Was kann ich denn dafür?,surprise,49
"Ich wurde noch nie von ihr rausgeworfen, bevor du auftauchtest.",anger,49
"Ach ja? Carol hat sehr viel unterlassen, bevor ich aufgetaucht bin.",anger,49
"Alles, was ich sage, ist ein Problem.  Hey! Hey! Los, hört auf.",anger,49
Das ist doch wirklich nicht zu fassen.,anger,49
"Ist euch aufgefallen, dass in diesem Haus Kinder zur Welt kommen, ja?",anger,49
"Also, Schluss mit dem Gebrüll, Schluss damit!",anger,49
"Ja, Susan.",neutral,49
Ihr müsst jetzt ganz tapfer sein.,neutral,49
Holt uns hier raus!  Hilfe!,neutral,49
"Oh, das ist ja wirklich süß!",joy,49
"Nicht unbedingt. Eigentlich ist es uns nicht verboten,",neutral,49
"Sei lieber vorsichtig, sonst nennt man dich noch ""Mr. McBagger"". Ha, ha.",joy,49
"Ich weiß nicht, was ich tun soll.  Das ist doch simpel.",neutral,49
"Ich weiß nicht, was ich tun soll.  Das ist doch simpel.",fear,49
was die Mitmenschen denken oder deine Gefühle? Hm?,neutral,49
was die Mitmenschen denken oder deine Gefühle? Hm?,neutral,49
Du musst deinem Herzen folgen.  Das hast du schön gesagt.,neutral,49
Hey.  Wie war's denn nun mit Dana?,neutral,49
Soll ich diese Woche lieber einen Termin freihalten? Donnerstag?,neutral,49
Ich konnte nicht fragen.  Konntest du nicht?,sadness,49
Ich konnte nicht fragen.  Konntest du nicht?,surprise,49
Ich brauche Zeit. Heute Abend gehen wir essen.,neutral,49
Du triffst dich schon wieder mit ihr?,surprise,49
Von wem ist die Rede?  Von Dana Keystone aus dem College.,neutral,49
"Oh ja. War das nicht die, äh, hm...?",surprise,49
"Nein, das war Dana Kaplan.",neutral,49
Die kanntest du gar nicht!  lst doch egal.,surprise,49
{\an} Hey! Willst du mitspielen?  Hey.,joy,709
"Ich löse so gern Kreuzworträtsel mit dir, Liebling.",joy,121
Ich mit dir auch.,joy,121
"Es fehlt noch ein Begriff. Ein Wort mit  Buchstaben. Nicht Hund. Bitte, ich höre.",neutral,121
Katz.,neutral,121
Ja! Ha.,joy,121
Ich liebe dich auch.,joy,121
Und wenn du diese StripGeschichte mit uns unternehmen würdest?,neutral,121
"Ja, wir schlüpfen in die Rollen der Jungs! Ha. Das schafft ihr nicht.",joy,121
"Quatsch. Wer als Junge geboren wird, lebt nicht lange und ist behaart.",disgust,121
"Ach, weißt du...",anger,121
Ist gut.,neutral,121
Tut mir leid.,sadness,121
Das hättest du mir früher sagen müssen.,neutral,388
Hey. Wo willst du denn hin? Zurück in die erJahre?,joy,388
"Oh, Monica, hör zu,",neutral,388
"Oh, Monica, hör zu,",neutral,388
Hast du was gegen meinen Boden?,surprise,388
"Nein, er sieht nur so schäbig aus.",disgust,388
Das würde ich nicht sagen.  Ach nein?,anger,388
"Wenn du deinen Wäschekorb wegnimmst,",disgust,388
Nicht aufregen.,neutral,388
So genau wollte ich es nicht wissen.,disgust,388
Da ist ja jeder Quadratzentimeter verklebt worden.,surprise,388
"Das würde ewig dauern. Lass es, äh... Lass es einfach so.",joy,388
"Tolle Idee, hä?  Ah.",neutral,388
"Ja, das ist klasse.",anger,388
{\an} Hey!  Hey.,joy,349
{\an} Hey!  Hey.,joy,349
{\an}Wollt ihr demnächst mal zum Essen ins Restaurant kommen?,neutral,349
Gern.  Das würde ich gern.,joy,349
Gern.  Das würde ich gern.,joy,349
"Tja, ihr könnt aber nicht.",neutral,349
"{\an} Der nächste Monat ist ausgebucht.  Ich kann dich nicht massieren,",sadness,349
"{\an} Phoebe, was ist passiert?  Tja, wisst ihr, es war ein Unfall.",neutral,349
"{\an}Da ist immer so viel Öl, manchmal rutscht einem einfach die Hand weg.",neutral,349
Ich habe eine Überraschung für dich. Geh packen.,joy,349
{\an}Oh nein. Ihr dürft euch die nächsten  Jahre nicht scheiden lassen.,surprise,349
"Oh, mein Gott, das ist David.",surprise,214
David?  Der Wissenschaftler.,neutral,214
"David, in den ich so verliebt war,",sadness,214
"Oh, mein Gott!",surprise,214
"Er reagiert, weil er seinen Namen so oft gehört hat.",neutral,214
"Was tust du denn hier? Ich dachte, du bist immer noch in Russland.",surprise,214
Ich bin wegen einer Konferenz in der Stadt.,neutral,214
"Ja, ich habe sie schneiden lassen. So ungefähr mal.",neutral,214
Ja.,neutral,214
Ja.,joy,214
Jedenfalls bin ich auch kein Tänzer. Es hat doch keinen Zweck.,sadness,214
"Ach, jetzt hören Sie mal, Treeger, das sollten Sie nicht sagen.",sadness,214
Ihnen fehlt nur die Übung.,neutral,214
"Los, kommen Sie, wir probieren es noch mal. Aufstehen!",neutral,214
Außerdem lag es vielleicht auch an mir.,sadness,214
"Es ist ein komisches Gefühl, mit einem... Jippie!",joy,214
Hey!  Yeah!,joy,214
"(MIT NASALER STIMME) Nein, mein Mund wird immer kleiner!",joy,976
"Ich wollte sagen,",neutral,976
dass ich für Sonntag eine Berufsmusikerin engagiere.,neutral,976
Äh.,neutral,976
"Oh nein, nein, nein, nein.",fear,976
Und was willst du jetzt von mir?,neutral,499
"Wir finden auch unseren Deckel.  Ja, aber natürlich.",joy,499
"Wir finden auch unseren Deckel.  Ja, aber natürlich.",joy,499
Ich bin da ganz zuversichtlich.,neutral,499
"Deswegen fällt's mir auch so leicht, mich für Monica und Chandler zu freuen.",joy,499
Eine Garantie wäre allerdings nett.  Was? Wie bitte?,neutral,499
Manche Menschen treffen Vereinbarungen mit ihren Freunden.,neutral,499
"Ja, ich war schon so schlau.",neutral,499
Ach ja?  Mhmhm.,neutral,499
Wen heiratest du?  Joey.,neutral,499
Joey? lst das dein Ernst?  Ja.,surprise,499
Joey? lst das dein Ernst?  Ja.,joy,499
"Ja, vor Jahren habe ich ihn festgenagelt.",joy,499
"Wenn keiner von euch bis  verheiratet ist, dann heiratest du Joey?",surprise,499
"Ja, so ist es.",neutral,499
Was hat er gesagt?,surprise,499
"Ja, natürlich!  Weißt du,",neutral,499
"Es war so groß, deswegen habe ich das Meiste weggeworfen.",fear,259
Sie haben also mein Sandwich weggeworfen?,fear,259
Mein Sandwich?,anger,259
Soll das ein Scherz sein?,surprise,259
"Also, hör zu. Ich studiere doch Evolution.",joy,259
"Also, hör zu. Ich studiere doch Evolution.",neutral,259
"Du weißt, Monica, Evolution.",joy,259
Vom Affen zum Menschen.,anger,259
Und nebenbei bin ich Doktor.,neutral,259
Ich bin Doktor Affe!,anger,259
"Nein, du bist nur ein Affe.  Na gut.",neutral,259
Ich habe genug gehört.,neutral,259
Ihr beide seid ldioten.,disgust,259
Der Witz ist nicht komisch. Er ist eine Beleidigung für alle Frauen.,disgust,259
Und nun ist Schluss. Denn dieser Witz ist kein Witz!,anger,259
Das ist dein Witz.  lst er nicht.,neutral,259
Das ist nicht in Ordnung.,anger,259
"Joey, bitte.",fear,720
Entschuldige.,neutral,720
(SURREN ERTÖNT),anger,720
"Hallo, Kinder.  Hey.",joy,720
"Hallo, Kinder.  Hey.",neutral,720
"Ja, gern.  Nein, nein.",neutral,720
"Ja, gern.  Nein, nein.",neutral,720
Ich würde dich gern was fragen. Was ist das hier für ein Zeichen?,neutral,720
"Bis bald, kleines PuppenJoeyHändchen?",neutral,720
Das ist diese SeidleiserMasche.,anger,720
Du meinst das hier.,neutral,720
"Ich weiß nicht, wie lange ich das ertrage.",anger,720
"Du solltest immer daran denken,",neutral,720
Dann werde ich noch eine Weile durchhalten.,neutral,720
"Komm, wir spielen.",neutral,720
"Ja! Ha, ha, ha.",joy,720
"Du hast recht, er muss hier weg.  Mhm.",neutral,720
"<i>Ja, meinen Sie? Ach, nein,</i> <i>das ist eine ganz normale Wohnung</i>",neutral,438
"<i>Aber ich würde gern wissen,</i> <i>wie Sie wohnen. Führen Sie mich herum.</i>",neutral,438
"Nein, bitte nicht!",surprise,438
<i>Das ist das Wohnzimmer.</i>  <i>Aha.</i>,neutral,438
<i>Ok.</i>,neutral,438
Aber warum? Das ist ein ganz normales,neutral,438
"Sie haben die Tür wieder zugemacht! Ha, ha.",neutral,438
Ich habe das Zimmer nicht gesehen.,sadness,438
"Wie schade, das machen wir das nächste Mal. Danke für den reizenden Abend.",neutral,438
Wer war das?,joy,438
Die unbekannte Dame hat das Rendezvous,neutral,438
"Und, magst du sie?",neutral,438
"Ja, ja, ich merke schon.",neutral,438
Warum spricht er nicht mit mir darüber?,anger,971
Wie oft sind wir ohne dich unterwegs. Bist du deswegen böse auf uns?,neutral,971
"Sehr oft, Joey?  Ja, unzählige Male.",sadness,971
"Die Aussicht ist nicht das Wichtigste, ich will dir was anderes zeigen.",neutral,653
"Ok, setz dich hin, setz dich hierhin.",neutral,653
Ist das nicht toll?,joy,653
"Danke, Helen, das wär dann alles.",neutral,653
"Das war das letzte Mal, versprochen.",neutral,653
Na gut.  Ok.,neutral,660
"Als ich  Jahre alt war, wollte ich ein Fahrrad haben.",neutral,660
Stattdessen schenkten mir meine Eltern so ein,anger,660
Ich wurde nur ausgelacht. Das war so peinlich.,sadness,660
Das war eine schwere Zeit.,sadness,660
Ich finde das ganz toll.  Ha.,joy,660
"Ok, jetzt wollen wir mal was essen.",neutral,660
"Ok, jetzt wollen wir mal was essen.",neutral,660
Es war furchtbar.,sadness,660
"Oh, der gefällt mir.",surprise,660
"Gut, ich werde ihn nehmen.  Danke schön.",joy,660
{\an}Und deswegen wollte ich noch mit Rachel sprechen.,sadness,22
"Hi, Leute.  Hi.",neutral,22
Ok. Ich bin gleich wieder da.  Ok.,neutral,22
"Kurze Unterbrechung, weil Messier sich Frauenschuhe ansieht.",neutral,22
Was ist das?,neutral,22
Was ist das? Da ist was explodiert.,disgust,22
"Ihre Fruchtblase? Was macht man denn, wenn die Fruchtblase platzt?",surprise,22
Atmen. Atmen. Atmen.,neutral,22
Noch lauter.,anger,22
Was denn?,neutral,22
Mein erstes Mal mit Carol war...,neutral,22
Was?,neutral,22
Es war mein erstes,neutral,22
Hi.  Hi.,joy,22
Was? Du hast dein ganzes Leben nur mit einer...,surprise,22
"Oh, Mann. Eishockey war ein großer Fehler.",surprise,22
"Ja, allerdings.",joy,22
"Dann ist es wohl jetzt vorbei, was?  Wie?",sadness,22
Könntest du mir den Grund erklären?  Wir haben uns gestritten.,surprise,22
"Chandler, das ist doch verrückt.",surprise,22
"Wenn du gleich aufgibst, wenn du dich gestritten hast,",anger,22
Du kannst so niedlich sein!,joy,22
Es ist natürlich noch nicht zu Ende.,neutral,22
Es ist natürlich noch nicht zu Ende.,joy,22
"Man spricht sich einfach aus. Das ist kein Grund, Schluss zu machen.",joy,22
Wirklich nicht? Klasse.  Ha.,joy,22
Herzlich Willkommen in unserer ErwachsenenBeziehung.,joy,22
Was? Wir führen eine Beziehung?,surprise,22
"Ich habe das Gefühl, ja.",neutral,22
Wann wird es denn gesendet?,joy,53
"Willst du sehen, was in der Tüte ist?",surprise,53
Ja. Für wessen Kinder wird das bloß gemacht?,neutral,53
"Ach, hier, sieh dir das an. Das gefällt mir wirklich am besten.",joy,53
Das ist ja wirklich sehr niedlich.,joy,53
"Ich weiß, dass Phoebe die Sachen auch schön findet.",joy,53
"Ha. Dumm ist nur, dass Phoebe die Kinder leider gar nicht anziehen wird.",neutral,53
Weil sie nicht bei Phoebe aufwachsen werden.,sadness,53
"Das wird die komischste BabyParty, die es jemals gegeben hat.",sadness,53
"Wir schenken ihr Sachen, die sie nach der Schwangerschaft benutzen kann.",joy,53
"Wir schenken ihr Sachen, die sie nach der Schwangerschaft benutzen kann.",surprise,53
Da wird sie sich freuen.,joy,53
Wirklich?,joy,53
In dem Moment.  Aber nur in dem Moment.,neutral,53
"Natürlich, bis Silvester sind es noch  Wochen hin.",neutral,53
Nein.,neutral,53
Ich auch nicht.,neutral,53
", ...",neutral,53
Ein Countdown ist nicht nötig.,joy,53
"Ja, ist gut. Ok.",joy,53
Kommen Sie herein.  Hi.,joy,53
"Das war nur ein Vorwand, um dich zu sprechen.",neutral,53
Ist in Ordnung. Diese Lobhudeleien halten nur auf.,neutral,53
Als hätte ich nichts Besseres zu tun.,neutral,53
"Also, was gibt's?",neutral,53
"War schön, dich neulich wieder zu sehen.",joy,53
"Oh, danke, gleichfalls.",neutral,53
Hi.  Hi.,neutral,616
"Ah,",sadness,616
"Joey, aber sieh mal, die Zeitung ist ein Jahr alt.",neutral,616
"Ach, so was Blödes. Das bedeutet, dass der Schlussverkauf vorbei ist?",sadness,616
Hey.  Hey.,neutral,616
"Vielleicht ist es ein Preisausschreiben, wo man alle  sammeln muss?",neutral,615
"Will, äh, jemand den Daumen sehen?",neutral,615
"Nein, danke!",disgust,615
Das ist schlimmer als der Daumen.,disgust,615
Ich finde das echt gemein von euch.,anger,615
Was findest du gemein?,anger,615
Was findest du gemein?,surprise,615
"Und Monica, die immer grunzt, wenn sie lacht.",anger,615
"Also, sind das keine Fehler?",disgust,615
Stört euch mein Knöchelknacken etwa auch?,anger,615
"Na ja,",neutral,615
"Na ja,",neutral,615
"Hör nicht auf ihn, Phoebe. Ich finde das ganz reizend.",neutral,615
An einer deutlichen Aussprache ist überhaupt nichts auszusetzen.,neutral,615
"Sonst kriegt womöglich noch jemand das, was er bestellt hat.",neutral,615
{\an}Diesmal will ich auf keinen Fall den gleichen Fehler machen.,neutral,675
{\an}Nein.,neutral,675
"Oh! Ja, ok.  Ja, ok?",neutral,675
Danke.  War mir ein Vergnügen.,neutral,675
Ich hätte dir den Hund einfach später geben sollen.,neutral,246
Wieso? Warum denn?  Weil das Leben eben so ist.,neutral,246
Das ist doch verrückt.,surprise,246
In einer perfekten Welt ist das möglicherweise verrückt.,neutral,246
Sehen Sie den Wissenschaftler mit der Brille?,neutral,246
"Peter! Hey, Peter!",neutral,246
"Ich bin's, Rhonda! Wir sind zusammen zur Schule gegangen!",neutral,246
Und dir habe ich immer was von meinem Pudding abgegeben!,anger,246
"Ich habe das Gefühl, dass hier niemand was davon wissen will.",neutral,246
"Ich weiß nicht, was das für ein Theater mit den weißen Kitteln ist,",neutral,246
"Es ist so lieb, dass du noch mal gekommen bist.",joy,246
Du bist auch da. Wie schön.,sadness,246
Ich muss dir etwas sagen.,neutral,246
"Es tut mir wirklich leid, dass mein Vater dich angeschrien hat.",neutral,246
Zur Sache.  Ist gut. Ähm...,neutral,246
Ross und ich waren eine Weile zusammen.,neutral,246
"Deshalb freue ich mich, dass es keine Probleme gibt.",joy,65
"Oh, das ist ja klasse!",joy,65
Ich hab bei den Sondergrößen angefangen.  Wirklich?,neutral,65
"Wirklich?  Nein. Ha, ha.",surprise,65
Doch.,neutral,65
"Aber zu mir könnten Sie doch ein bisschen nett sein, oder?",neutral,65
"Ach, ich habe heute so gute Laune!  Ah!",joy,65
"Denn ich sehe,",joy,65
Wirklich?  Mhmhm.,surprise,65
"Das glaubst du?  Ja, Rachel.",neutral,65
"Ross, du bist so lieb.",joy,65
Ich habe keinen Namen.,neutral,65
Wie sollen wir dich dann nennen?,neutral,65
"Ok, äh, vorübergehend nennt ihr mich dann einfach",neutral,65
Auf keinen Fall. Für Clint bist du nicht cool genug.,disgust,65
"Dann sag mir, für welchen Namen ich cool genug wäre.",surprise,65
"Ähm, wie wär's mit Gene?",neutral,65
"Ähm, wie wär's mit Gene?",neutral,65
"Nein, Clint.",anger,65
"Bis dann, Gene.  Bye, Gene.",neutral,65
Ich heiße Clint! Clint!,anger,65
Was ist denn nur mit Gene los?,surprise,65
Hat euch Monica von den Swing Kings erzählt? Die wollen wir engagieren.,neutral,657
"Nein, ich ziehe nur die Kleider an.  Ja, das tue ich auch immer.",neutral,657
Das war bloß ein Gag. Ich werde am . Juli heiraten.,joy,657
Ich werde im Dezember heiraten.,joy,657
"Und Sie, Monica?  Im Mai, am .",neutral,657
Jeffrey.  Mit dem sprachen wir auch.,neutral,657
Jeffrey.  Mit dem sprachen wir auch.,neutral,657
"Die Fotos von der Nudistenhochzeit?  Die habe ich schon mal gesehen, wow!",surprise,657
"Die sind toll! Ich wollte meine Hochzeit absagen. Ha, ha, ha.",joy,657
Welche Band?  Mein Zukünftiger will die Swing Kings.,neutral,657
Sie Glückliche. Mein Süßer will leider die HeavymetalBand Carcass.,sadness,657
"Schreiben die sich mit C oder K? Blöde Frage, alle beide sind toll!",joy,657
Kaufen Sie das bloß nicht hier.,neutral,657
"Wenn Sie wissen, was Sie wollen, gehen Sie einfach zu Kleinman's.",neutral,657
Der Schuppen hier ist völlig überteuert.,disgust,657
Ist das in einer anderen Farbe da? Oder könnten wir...,neutral,657
"Er hat wohl gefühlt, dass ich bereit bin, mit einem anderen Typen Sex zu haben.",surprise,536
"Es gibt so viele Männer, warum musst du dich mit Chip verabreden?",surprise,536
Wir zwei sind auf verschiedene Highschools gegangen.,neutral,536
"Du warst auf der Highschool, auf der du beliebt warst.",neutral,536
"Und ich war auf der, wo meine Uniform angefertigt werden musste.",sadness,536
Sie wollten mir nicht das Schulzelt überziehen.,neutral,536
"Sie haben mir erzählt, dass das unser neues Maskottchen ist.",surprise,536
"Ich hätte niemals die Chance gekriegt, mich mit einem Chip zu verabreden.",surprise,536
Die Dicke in mir möchte sich mit ihm treffen. Das bin ich ihr schuldig.,joy,536
Die Dicke in mir möchte sich mit ihm treffen. Das bin ich ihr schuldig.,neutral,536
"Gut, ok, triff dich mit ihm. Ja, wirklich?",neutral,536
"Gut, ok, triff dich mit ihm. Ja, wirklich?",surprise,536
"Ich tue, was ich kann.",neutral,536
"Wirf, wirf! Na, wirf doch endlich!",joy,300
"KnicksFan?  Oh, ja.",neutral,300
"KnicksFan?  Oh, ja.",neutral,300
Die sind doch das Letzte!  Jetzt hören Sie...,surprise,300
Die sind doch das Letzte!  Jetzt hören Sie...,anger,300
"Da, sehen Sie. Das ist Patrick Ewing.",disgust,300
Und wer sind Ihre Favoriten?,neutral,300
Die Celtics.  Die Celtics? Ha!,neutral,300
Die würden nicht mal ein Boot treffen... Augenblick.,disgust,300
"Sie haben doch keine Ahnung, die sind einfach noch im...",anger,300
Ich werde Ihnen einen Vater holen! Hey...,anger,300
"Seien Sie still, es gibt keinen Vater.",neutral,300
Oh. Oh.,fear,300
Ist schon in Ordnung. Es geht mir ja gut.,neutral,300
"Ja, sie wird gerade schlafen gelegt. Das ist sie.",neutral,433
Die haben mich aus der Krankenversicherung rausgeworfen.,sadness,985
Dann müssen wir uns also erst um die Schadensbegrenzung kümmern.,neutral,985
"Wieso?  Ich, äh, habe das Gefühl,",surprise,985
dass irgendjemand hier in der Stadt,sadness,985
So ein Mistkerl!,anger,985
(MIT NORMALER STIMME) Wieso ist dir das so wichtig?,neutral,307
Weil...,joy,307
Du hast Fantasien mit Emily?,sadness,307
"Nein. Ich finde es nur einfach aufregend,",neutral,307
Hast du dich deswegen an diesen ukrainischen Jungen rangehängt?,neutral,307
"Ja, schon. Und weil es bei seiner Mutter zu allem Sauerrahm gab.",neutral,307
