utterance,emotion,did
Person_206,neutral,654
Beginnt um 6 Uhr,neutral,654
"Wie kommt es, dass Sie nicht wissen, wann Ihre Prüfung ist!!",non-neutral,654
Argle bargle,neutral,654
Lol was,non-neutral,654
"Haha ich habe mir nicht wirklich die Mühe gemacht, es herauszufinden",neutral,654
"Wusste nur, dass es irgendwann am Freitag war",neutral,654
Gut gemacht!,joy,654
Warten Sie also irgendwie,neutral,654
Bringst du am Morgen jemanden mit?,neutral,654
Nö.,neutral,654
Aww ok,neutral,654
"Ehh aber ja, manchmal tun auch harmlose Kommentare weh",neutral,551
haha ja,joy,551
Um wie viel Uhr kommen Sie normalerweise von etc. zurück?,neutral,551
aber es ist ok,neutral,551
"muss lernen, ein dickes Fell zu haben",neutral,551
:D,joy,551
"err hängt davon ab, wie viel Arbeit ich habe ba",neutral,551
Letzte Nacht kam ich kurz nach Mn nach Hause,neutral,551
"wenn ich nicht viel Arbeit habe, nehme ich den 915er Shuttle und bin gegen 10 Uhr zu Hause",neutral,551
obwohl ich jetzt meistens den öffentlichen Bus 10 oder den Shuttle 1115 nehme,neutral,551
"Ohh, das ist ein ziemlich guter Lebensstil la",non-neutral,551
"Da drüben gibt's was zu essen, hm?",neutral,551
"haha wenn man bedenkt, dass ich nicht in der Nähe von etc. wohne, möchte ich nicht zu spät nach Hause gehen",neutral,551
"nope, kein Essen, etc ist nur ein Gebäude am Fluss lol",neutral,551
ich koche mein Essen meistens selbst,neutral,551
"oh und vergessen Sie nicht, dass ich versuche, jede Nacht um 1 Uhr zu schlafen haha",neutral,551
mein Haar braucht Zeit zum Trocknen :P,joy,551
"Hey, das Paket könnte heute ankommen",neutral,124
"aber wie auch immer, ich fahre morgen um Zeit-HL, also müssen wir uns heute Abend oder morgen treffen",neutral,124
"wenn das Paket heute ankommt, dann können wir uns mit Person_460 treffen und Sie können Ihre Kontakte bekommen",neutral,124
"wenn nicht, wird es nur eine Geldtransaktion sein",neutral,124
(y) Ich arbeite von 7-9 Uhr auf dem Campus?,neutral,124
können wir vorher tun?,neutral,124
okay,neutral,124
"Nur für den Fall, dass es auch nach der Arbeit funktioniert?",neutral,124
ja,neutral,124
nach Feierabend,neutral,124
"Okay, ich werde jetzt aufhören.",neutral,124
Oh mein Gott,surprise,124
die Meme,non-neutral,124
memeeeeeeeeeeeeeeeeeeeeeeeeeeeee,joy,124
check out me memes,joy,124
"Hey, wollen Sie immer noch, dass sich das Team um 19 Uhr trifft?",neutral,134
"Wir könnten uns früher treffen, da wir zu Abend essen",neutral,134
ja,neutral,134
"Und ich dachte, wir könnten einfach auf die Veranda gehen oder so.",neutral,134
vielleicht wie Zeit-HL?,neutral,134
person_85 klingt gut :),joy,134
die Gruppe benachrichtigen wollen,neutral,134
Sicher,neutral,134
;),joy,563
was ist das,neutral,563
"er wird diesen Sommer wahrscheinlich in location_61 sein, obwohl er aus NY kommt",neutral,563
Herunterladen von BS,neutral,563
Außerdem habe ich Sie auf dem 3DS,neutral,563
Aw,non-neutral,563
"Ähm, vielleicht?",neutral,563
Das glaube ich nicht,neutral,563
"Nun, im Moment bleibt er nur bis zum 5. Juni oder so, und danach ist es nicht sicher.",neutral,563
"Hey, bist du schon weg?",neutral,350
"Hallo, fast",neutral,350
Ich schreibe Ihnen eine SMS,neutral,350
Okie dokie,neutral,350
<3,joy,350
Essen wir gleich oder bringen wir das ins Museum?,neutral,350
Nicht sicher :p,neutral,350
Ich muss übrigens um Uhrzeit_1 gehen,neutral,350
Mhm,neutral,350
"Entschuldigung, dass ich zu spät komme",neutral,350
Kein Problem,neutral,350
"Ich hoffe, Sie haben gut geschlafen",neutral,350
"Ich habe meine Meinung geändert, können Sie mir eine SMS an organization_76 schicken?",neutral,350
Das ist wahr,neutral,30
"Es liegt an Ihnen, ob Sie mitmachen wollen",neutral,30
"Aber ill versuchen, meine Scheiße zusammen zu bekommen und starten Sie eine bald",neutral,30
"Lassen Sie mich wissen, was Sie alles von mir brauchen (Geld oder sonstiges) und ich werde es Sie wissen lassen.",neutral,30
"Ich meine, wenn Sie nicht Teil der Spaltung sein wollen, sollten die Leute darin für sich selbst zahlen",neutral,30
"Wenn Sie GP oder etwas anderes wollen, ist das eine andere Geschichte",neutral,30
"Ich würde lieber nicht wirklich in einen der Clans investieren, da mich Royals nicht wirklich interessieren, Neo Nectar wird sowieso billig sein, also würde ich bei einem Split negieren, und ich will nur 1 Karte für Golds.",non-neutral,30
"GP ist wahrscheinlich einer der billigsten Clans im Split, aber",neutral,30
"Ich meine, es kommt darauf an, denn wiederum möchte ich nur ein Playset des OP-Schrittes",neutral,30
"Entschuldigen Sie die Störung, aber haben Sie das Lehrbuch 270?",neutral,0
Wie heißt es,neutral,0
Digitales Design und Prinzipien Ich denke,neutral,0
Das glaube ich nicht.,neutral,0
Ich könnte falsch liegen,neutral,0
"Ok, das ist in Ordnung. Ich bemühe mich nur, nicht für Bücher zu bezahlen",neutral,0
Sie brauchen den Ausleger nicht,neutral,0
*Buch,neutral,0
"Wenn ich sie habe, habe ich sie nie benutzt",neutral,0
Aber Sie hatten einen guten Professor,non-neutral,0
"Ich meine, Sie können die Notizen verwenden",neutral,0
"Es sagt Ihnen alles, was Sie wissen müssen",neutral,0
Das hat mir mehr geholfen als person_0 tbh,neutral,0
"Oh, na gut. Ich möchte wirklich gut in diesem Kurs abschneiden, weil er für mich interessant ist",neutral,0
Wie die Vorlesungsskripte und die zusammenfassenden Notizen sind so umfassend und die Prüfungen sind direkt aus diesen,neutral,0
"Also weiß ich nicht, ob das Buch helfen wird",neutral,0
Ok,neutral,0
Btw die erste Prüfung ist die gleiche wie die erste Praxisprüfung,neutral,0
"Wie 75% identisch, wenn nicht mehr",neutral,0
"Wenn Sie also 90 % und mehr erreichen, sollten Sie in guter Verfassung sein, da die Durchschnittswerte für die nächsten 3 Jahre mit einer ziemlich konstanten Rate abstürzen",neutral,0
Wow,non-neutral,0
Alle haben sich bei der letzten Prüfung im letzten Semester verausgabt,neutral,0
"Weil niemand wusste, was in der zweiten Hälfte der Prüfung vor sich ging",neutral,0
"Entschuldigen Sie die Störung, aber haben Sie das Lehrbuch 270?",neutral,0
Wie heißt es,neutral,0
Digitales Design und Prinzipien Ich denke,neutral,0
Das glaube ich nicht.,neutral,0
Ich könnte falsch liegen,neutral,0
"Ok, das ist in Ordnung. Ich bemühe mich nur, nicht für Bücher zu bezahlen",neutral,0
Sie brauchen den Ausleger nicht,neutral,0
*Buch,neutral,0
"Wenn ich sie habe, habe ich sie nie benutzt",neutral,0
Aber Sie hatten einen guten Professor,non-neutral,0
"Ich meine, Sie können die Notizen verwenden",neutral,0
"Es sagt Ihnen alles, was Sie wissen müssen",neutral,0
Das hat mir mehr geholfen als person_0 tbh,neutral,0
"Oh, na gut. Ich möchte wirklich gut in diesem Kurs abschneiden, weil er für mich interessant ist",neutral,0
Wie die Vorlesungsskripte und die zusammenfassenden Notizen sind so umfassend und die Prüfungen sind direkt aus diesen,neutral,0
"Also weiß ich nicht, ob das Buch helfen wird",neutral,0
Ok,neutral,0
Btw die erste Prüfung ist die gleiche wie die erste Praxisprüfung,neutral,0
"Wie 75% identisch, wenn nicht mehr",neutral,0
"Wenn Sie also 90 % und mehr erreichen, sollten Sie in guter Verfassung sein, da die Durchschnittswerte für die nächsten 3 Jahre mit einer ziemlich konstanten Rate abstürzen.",neutral,0
Wow,non-neutral,0
Alle haben sich bei der letzten Prüfung im letzten Semester verausgabt,neutral,0
"Weil niemand wusste, was in der zweiten Hälfte der Prüfung vor sich ging",neutral,0
location_60 sieht ziemlich cool aus,neutral,558
"Ja, das dachte ich auch",neutral,558
Ist das Ihre Präferenz?,neutral,558
Uhhh ja. Waren Sie schon mal in Niagra?,neutral,558
Ich war in keinem von beiden.,neutral,558
Ich bin in Niagara gewesen,neutral,558
"Es ist sehr cool, aber sehr touristisch",neutral,558
"Lasst uns irgendwohin gehen, wo noch keiner von uns war",neutral,558
Erledigt,neutral,22
Kühl,joy,22
Bekommen Sie irgendwelche Farben?,neutral,22
Noch nicht,neutral,22
Ich sehe keine,neutral,22
"Es hieß, dass Sie am Anfang der ersten Woche nichts bekommen werden",neutral,22
Ah,neutral,22
Okay,neutral,22
"Aber ich mag es nicht, wenn sie meine Nachrichten lesen",non-neutral,22
"Haha Dinge, die wir für Geschenkkarten tun",joy,22
Lol,joy,22
Ja,neutral,22
oh ähm könnte ich dich einfach außerhalb von location_86 in etwa 10min treffen? weil ich mit jemandem um 7 zu Abend esse,neutral,182
"Oh, ich glaube nicht, dass ich um 7 Uhr zum Standort_86 kommen kann lol",neutral,182
Auf der anderen Seite des Standortes-HL,neutral,182
Nach dem Essen?,neutral,182
ohh ok ya das funktioniert auch lol,joy,182
Was brauchen Sie von 303? OH r u tabling morgen???,neutral,182
brauchen Sie Kreide...,neutral,182
"Ja, ich brauche das Banner für morgen",neutral,182
okk,neutral,182
"Ja, ich sage Ihnen Bescheid, wenn ich mit dem Essen fertig bin.",neutral,182
aber warten Sie r u Jungs Kreide?,neutral,182
Klingt gut,neutral,182
"Nein, zumindest nicht für morgen",neutral,182
Mögliche Kreide am Montag,neutral,182
Ohh ok,neutral,182
Ich habe einen thailändischen Essenswagen,joy,302
Thailändische Essenswagen diskriminieren nicht,neutral,302
"Sie servieren Ihnen einen Straight Up 25/10, auch wenn Sie weiß sind",non-neutral,302
Ja,neutral,302
Ich kann bestätigen,neutral,302
"Das Paar, das dort arbeitet, ist so verdammt nett",joy,302
:),joy,302
Person_166 will den Zaun nehmen,neutral,302
Lol Paar ihn mit Person_355,joy,302
Und Person_363 wird Person_167 2016 auch schreiben,neutral,302
Die neue Verpflegungsstelle im Standort_21 ist eröffnet,neutral,65
Bilder,neutral,65
person_43 wurde schick af,non-neutral,65
Was hat es zu bieten,neutral,65
"Diese summen, wenn Ihr Essen fertig ist",neutral,65
"Dies sind die Nudeln, die Person_44 bekommen hat",neutral,65
Woah,surprise,65
Es ist ein Culinart Ort,neutral,65
Ist da jemand?,neutral,65
"Ja, es sind Leute da",neutral,65
"Um dorthin zu gelangen, gehen Sie zum Eingang von location_88 und dann in das kleine Glasgebäude auf der linken Seite und gehen die Treppe hinunter",neutral,65
"Wenn Person_45 fertig ist, kann man zu Person_46, Ort_22, Person_47, Person_48, Person_49, Ort_88, Person_50, Person_51 und Gates gehen, ohne nach draußen zu gehen.",neutral,65
wird mein Leben vollständig sein,joy,65
ich lebe in den Dampftunneln,joy,65
"Es sei denn, Sie müssen jemals zum Standort_23 gehen",neutral,65
*Scaife,neutral,65
"Ich kam zurück, um zu duschen, aber es endete damit, dass ich mit jemandem an Proxy arbeitete, der an Proxy arbeitete",neutral,514
hahahaha,joy,514
Lol Sie hätten es gar nicht erst tun müssen,non-neutral,514
noo ich muss arbeiten,neutral,514
und bekommen Mittagessen lol,joy,514
Und warum ist das Fragezeichen fett,surprise,514
Ja Person_255 Sie haben,neutral,514
versehentlich auf chinesische Eingabe umgestellt,neutral,514
Oh wie die Blasenzeit,surprise,514
ja,neutral,514
"Ich bin zu faul, um Essen zu besorgen.",neutral,514
ughhhhh,disgust,514
Ich muss wirklich etwas Arbeit erledigen,non-neutral,514
Yo person_375 wo bist du,neutral,153
Nägel kürzen,neutral,153
ich komme gleich rüber,neutral,153
ist Person_376 Kleid rosa>,neutral,153
auch wo treffen/,neutral,153
person_377s Kleid ist rot,neutral,153
Wir können Sie bei Person_90 abholen,neutral,153
Wir verlassen Person_50 in 5,neutral,153
oh solide!,non-neutral,153
klingt gut,joy,153
ugh,non-neutral,153
ich bin zu groß für mein Hemd geworden,non-neutral,153
T_T,non-neutral,153
Gerade verlassen Person_50,neutral,153
"Hey, willst du rauskommen",neutral,153
Jawohl!,joy,153
Wir sind in der Person_91,neutral,153
Neben dem Hydranten,neutral,153
Ich liebe dich,joy,624
und ich liebe dich,joy,624
Wie geht es Ihnen?,neutral,624
okay,neutral,624
v hat widerwillig $8 für ein Sandwich ausgegeben,non-neutral,624
"weil ich gestern Abend keine Zeit hatte, ein Mittagessen einzupacken und Person_490 im Bad aufgehalten hat und mich zu spät kommen ließ",non-neutral,624
ugh,non-neutral,624
das ist so ziemlich das Schlimmste,non-neutral,624
ja,non-neutral,624
lästige,non-neutral,624
ach so,neutral,624
"Bist du immer noch bereit, heute Abend auszugehen?",neutral,624
Soll ich etwas mitbringen?,neutral,461
Soll ich einfach meine ganze Tasche verbrennen?,neutral,461
"Ihre Entscheidung, ich möchte nur ein wenig Photogrammetrie und HDR einbringen",neutral,461
okay cool,joy,461
Wie ist das Ganze aufgebaut?,neutral,461
"Es ist so einfach, dass Sie lachen werden",joy,461
meist Kameraeinstellungen,neutral,461
oh dope hahaha Gott sei Dank,joy,461
es ist ein schicker Stativkopf für HDRs und eine Reihe von Kameraeinstellungen,neutral,461
Photogrammetrie ist die Aufnahme strategischer Bilder,neutral,461
Ich birng die gh4 mit Pod-Setup,neutral,461
solide,joy,461
"plus das Mikrofon, denn ich glaube, es hat noch etwas Saft",neutral,461
schön,joy,461
"es hat ein Licht, es ist nur rot hahaha",joy,461
lol,joy,461
"wahr, haha",joy,461
Person_26,neutral,36
Wie war die letzte Nacht?,neutral,36
I ptfo,neutral,36
Wie sieht es bei Ihnen aus?,neutral,36
Lol,joy,36
Gleiche,neutral,36
Ich war vor Mitternacht draußen,neutral,36
Lol gleich,joy,36
Ich sollte zu Person_27 gehen,neutral,36
Weil ich Leute aufnehmen muss =-=-,neutral,36
"Aber zu müde und jetzt denke ich, dass mein Bankett-Video scheitern wird",sadness,36
Tja,sadness,36
Was machst du heute,neutral,36
Ich werde noch ein bisschen länger schlafen.,neutral,36
TV anschauen,neutral,36
Ich weiß noch nicht,neutral,36
Ich esse später mit Oldhead Pis zu Abend,neutral,36
Und danach eine Schienenfete,neutral,36
Shindig?,non-neutral,36
Party lol,joy,36
Schön,neutral,36
Hahaha hahaha billiger Wodka vor allem !!!,joy,698
I die,non-neutral,698
"wir haben schon mal 100 ntd cherry vodka von chinese name_1 probiert, das Bild schildert genau, wie es sich angefühlt hat LOL",joy,698
Oh ewwww,disgust,698
Ich wette,neutral,698
"Das Schlimmste daran war, dass es warmer Wodka war.",disgust,698
"Ich kaufte etwas Apfelsaft, um den Geschmack herunterzuspülen lol",non-neutral,698
Oh mein Gott noch schlimmer lol,disgust,698
Zumindest war es billig und tat den Trick haha,joy,698
"Ich bin ein supergeiziger Trinker, also ist mein Geldbeutel glücklich, hahaha",joy,698
"jep, war definitiv nicht schön",neutral,698
LOL,joy,698
"Budget Alkohol, ist ziemlich win-win",joy,698
erledigt den Job und schont den Geldbeutel,neutral,698
"Warte, habe ich geschrieben, dass ich verfügbar bin?!",surprise,520
ach du meine Güte,surprise,520
"Ich wollte nicht auf den Knopf drücken, aber ja",neutral,520
es sagte 5/5,neutral,520
Ach du Scheiße,non-neutral,520
wir müssen uns auch nicht alle für die ganze Zeit treffen,neutral,520
ich habe eigentlich nur bis 6 Uhr frei,neutral,520
"Oh Mann, es tut mir so leid.",sadness,520
np!,neutral,520
ich werde trotzdem bis dahin gehen,neutral,520
"und wenn ihr euch etwas früher treffen wollt, ist das auch okay für mich",neutral,520
wir sind alle frei 1-6,neutral,520
"und mit etwas Glück habe ich *vielleicht* nächste Woche Zeit, wenn ich sehe, wie gut unser Auftritt gestern Abend gelaufen ist",neutral,520
ok ich bestätige die Zeit für diesen Samstag nochmal?,neutral,520
muss ich mit meinem Team abklären,neutral,520
"aber, es gibt keine Verfügbarkeit für Zimmer bis time_1",neutral,520
"aber, wir könnten uns bei der Organisation_54 treffen, da es frühere Stunden sind",neutral,520
ahhh ok,neutral,520
von 1-6,neutral,520
"Das funktioniert, allerdings muss ich um 5:45 Uhr losfahren, um den letzten Shuttle zu erwischen",neutral,520
dieselbe,neutral,520
"können Sie Ihre Verfügbarkeit überprüfen und sicherstellen, dass sie auch anderswo korrekt ist?",neutral,520
Jawohl!,joy,520
sieht gut aus,neutral,520
nein.,neutral,366
das habe ich bereits ;),non-neutral,366
Sie erinnern sich nicht? </3,surprise,366
Ich war wahrscheinlich betrunken oder high oder geistig beeinträchtigt,neutral,366
"Ich wette, die letzte",neutral,366
Ich habe bald Unterricht :(,sadness,366
Ist jouni unser letzter Teilnehmer?,neutral,366
geistig behindert? LOL,joy,366
Ich denke schon?,neutral,366
"Ich denke, wir sollten auch normale Menschen testen",neutral,366
wie Freunde,neutral,366
"Ja, meine Mitbewohnerin und mein Freund wollen es machen. Ich werde bald dazu kommen",neutral,366
"cool, dass Sie so gut drauf sind",joy,366
Ich wünsche,sadness,366
Ich habe die ganze Woche prokrastiniert,non-neutral,366
"Ich hätte meinen Entscheidungsanalysebericht day_1 fertigstellen sollen, aber jetzt muss ich ihn heute pauken",non-neutral,366
"Es gibt auch ein Dokument, das ich vor unserem Kundentreffen fertigstellen möchte",neutral,366
"Ugh, ich habe morgen ein Telefoninterview bei time_1, also muss ich vielleicht gegen Ende unseres Treffens weglaufen",non-neutral,366
Lyfe ist traurig,sadness,366
Du bringst mich zum Lächeln <3,joy,366
Wollen Sie später über Gleichzeitigkeit und Synchronisation sprechen,neutral,583
"Ich arbeite in Porter, also kann ich jederzeit zum Cluster kommen.",neutral,583
Sicher,neutral,583
Wo arbeiten Sie,neutral,583
Und wann ist später,neutral,583
Oben in der Nähe des Ausgangs neben dem Standort_1,neutral,583
Und wann immer es gut für Sie ist,neutral,583
Ich bleibe ziemlich lange auf,neutral,583
Es gibt einen Ausgang neben Person_47 im Obergeschoss?,neutral,583
Schicken Sie mir ein Selfie,neutral,583
Oh wie in der Nähe von PH100?,neutral,583
"Ja, dort in der Nähe",neutral,583
Doing 290 rn,neutral,583
Befinden Sie sich in einem Klassenzimmer?,neutral,583
Sie sind nicht im Obergeschoss,non-neutral,583
Sie sind unten,neutral,583
"Ja, aber ich bin oben relativ zum Cluster",neutral,583
Nö gleiches Niveau,neutral,583
Keine Treppe zwischen dort und dem Cluster,neutral,583
Oh mein Fehler,non-neutral,583
Ach ja? 4 Stunden am Stück oder insgesamt?,surprise,611
gerade,neutral,611
allerdings nicht allein,neutral,611
"Ah, wahrscheinlich eine gute Sache",neutral,611
Hatten Sie trotzdem Spaß?,neutral,611
ja,neutral,611
sie waren,neutral,611
*sind keine Sonnenfische,neutral,611
Was waren sie?,neutral,611
sie hatten Ausleger und brauchten eine Takelage,neutral,611
"eine war eine Capri, die andere war eine Oday",neutral,611
"Oh toll, das ist ziemlich cool",joy,611
"Der Vater des Bootsführers fuhr früher Semipro-Rennen, so dass er die Wege kannte, was hilfreich war",neutral,611
"Oh huh, das ist fantastisch",joy,611
Wann sind Sie heute zurückgekommen?,neutral,611
kurz vor 9 Uhr,neutral,611
"wir hatten ursprünglich geplant, noch Tag_1 zu bleiben, aber es sollte den ganzen Tag regnen, und das Camp im Regen abzubrechen ist scheiße",non-neutral,611
"Es ist wahr, ja, das ist nie lustig",neutral,611
"also haben wir uns alle dafür entschieden, heute Abend einfach nach Hause zu kommen",neutral,611
Klingt nach einer guten Entscheidung Ihrerseits,neutral,611
"Ja, das dachte ich mir",neutral,611
"Oh, heute habe ich erfahren, dass ich mit einem Praktikanten zusammengebracht wurde.",non-neutral,278
oohh,surprise,278
arbeiten Sie im Sommer mit ihnen?,non-neutral,278
"lol Ich weiß nicht, wie das gehen soll",non-neutral,278
ja,neutral,278
"Klingt, als würde es interessant werden",neutral,278
ja. gleichzeitig auch ein bisschen nervös,non-neutral,278
"Ich denke, Sie haben genug Erfahrung, um gut zurechtzukommen",joy,278
hat die Mathe-Olympiade am Standort_1 gewonnen und den dritten Platz bei der internationalen Informatik-Olympiade belegt,neutral,278
ach was,surprise,278
lol warum müssen sie überhaupt an diesem Punkt zu internieren..,non-neutral,278
lol er besucht immer noch das College,joy,278
am Standort_1,neutral,278
"ich schätze, Software ist nicht dasselbe wie Mathe und Informatik",neutral,278
ja. wettbewerbsfähige programmierung ist wahrscheinlich auch ziemlich anders,neutral,278
"Klingt, als ob es für Sie beide eine gute Erfahrung sein wird",non-neutral,278
Nun ja und nicht,neutral,400
"Lol es ist witzig, dass Sie Or und And machen und ich NOR und NAND-Gatter mache",joy,400
Was ist das?,neutral,400
Nicht oder und Nicht Und,neutral,400
OH lol,joy,400
"Also die Werte, die nicht in ihren Bereich fallen, ich schätze mal",neutral,400
Sie können jede Operation mit OR und AND durchführen,neutral,400
Sie tun,neutral,400
NOR und NAND können alles machen lol,neutral,400
Aber es ist nicht so einfach wie OR und AND,neutral,400
Es ist eine boolesche Aussage,neutral,400
Wtf,surprise,400
Wie NAND und NOR haben Wahrheitstabellen,neutral,400
"Das tun OR und AND auch, aber es ist ein bisschen anders als das, was Sie tun",neutral,400
"Oh, ich verstehe",neutral,400
Interessant,neutral,400
"Wie es ist wirklich das gleiche, aber Sie tun Bereiche im tun Wahrheit Aussagen",neutral,400
"Es sieht nicht so aus, als ob Sie",neutral,193
"nicht versuchen, es nach mir XP aussehen zu lassen",neutral,193
Warum nicht,neutral,193
sieht komisch aus,neutral,193
"Nein, tun Sie nicht!",neutral,193
ja ich weiß lol,joy,193
"Nein, das tun Sie nicht",neutral,193
Du bist süß,joy,193
uhhhh nein,neutral,193
definitiv nicht das,neutral,193
ich bin ein riesiger vertikaler Wurm,neutral,193
"Nun, ich denke, du bist süß",joy,193
"Besonders nach der Saison, die er hinter sich hat",neutral,6
ja wtf mann,non-neutral,6
ach :(,non-neutral,6
hoffentlich wird er besser,sadness,6
wie aus einer menschlichen Perspektive :P,neutral,6
Irgendwann in der nächsten Runde wird er auch den mvp-Award bekommen,neutral,6
nicht nur ein Fan,neutral,6
jaaaa,neutral,6
Aber er wird auf der Bank sitzen,sadness,6
Ich habe es noch nie erlebt,neutral,6
"Nun, es war eine Saison für die Ewigkeit",neutral,6
in Bezug auf gebrochene Rekorde und alles,neutral,6
"Währenddessen sind all die anderen Fans glücklich, dass er verletzt ist smh",non-neutral,6
ja wie wtf,non-neutral,6
lieben Sie nicht das Spiel der Basketball,non-neutral,6
oder für einen anderen Menschen fühlen,non-neutral,6
Idk normalerweise rob ford,neutral,479
*tut,neutral,479
"Ich weiß nicht, wer das ist",neutral,479
person_238 rob person_239?,neutral,479
Ya,neutral,479
"Ich dachte, er hätte seinen Abschluss gemacht",surprise,479
"Nein, ich glaube, er macht Meister",neutral,479
Oder vielleicht Co-Op?,neutral,479
Idk,neutral,479
"Ja, ich dachte immer noch, er hätte bereits seinen Abschluss gemacht. Er ist technisch gesehen mein Jahrgang",neutral,479
"Ja, ich weiß",neutral,479
Ein paar der letztjährigen Senioren sind noch da,neutral,479
"Ja, wie die meisten von ihnen",neutral,479
"Oh, wie geht es Person_466?",surprise,479
Ich vergaß sie,neutral,479
Habe sie in diesem Quartal noch nicht gesehen,neutral,479
"Zu schade, dass sie großartig ist",neutral,479
Entschuldigung,sadness,26
Ich bin leicht verwirrt,neutral,26
Haben Sie schon gegessen?,neutral,26
Ich bin manchmal verwirrend :p,neutral,26
Mach dir keine Sorgen,neutral,26
"Es ist schwer zu erkennen, wenn Sie das Thema wechseln",neutral,26
Auch Sie sind beschäftigt,neutral,26
Entschuldigung,sadness,26
Nicht mehr,neutral,26
Ich esse gerade eine Limonade.,neutral,26
Hatte etwas zu essen,neutral,26
Ich habe einen organization_7-Filter für die Arbeit,neutral,26
Er liebt mich nur für meine Sachen,sadness,26
Ich liebe dich wirklich,joy,26
❤,joy,26
Ich weiß,neutral,26
Neuer Feminismus,neutral,536
Gott ich hasse Frauen,anger,536
=},joy,536
=},joy,536
Schauen Sie sich die ganze Sache an. Es ist wirklich bizarr,non-neutral,536
Was ist das für ein Scheiß?,non-neutral,536
es ist wie wirklich wirklich wirklich seltsam und backwrads,non-neutral,536
"Ich schaue mir gerade ihren Film über den Standort_58 an und es ist erschreckend, wie verdreht er ist",non-neutral,536
Oh. Ich habe aber morgen einen Test und brauche Schlaf,neutral,536
"oh, gut schlafen",neutral,536
"denken Sie daran, dass Frauen existieren, um Männer zu zivilisieren",non-neutral,536
"und dass wir der Welt einen Gefallen getan haben, indem wir Kühlschränke für sie erfunden haben",non-neutral,536
"Nun, ich würde sagen, wir haben der Welt einen Gefallen getan, indem wir Kühlschränke erfunden haben",neutral,536
"Und mit wir meine ich denjenigen, der sie erfunden hat",neutral,536
"Ich finde nur die Idee, dass es ein Geschenk von Männern speziell an Frauen war, wirklich lustig",non-neutral,536
"Ja, ich weiß",neutral,536
Hier haben das Wahlrecht und einige Kühlschränke,non-neutral,536
person_1 ist zu stark yo.................,neutral,560
ist Sensei wirklich stärker als sie,neutral,560
ys,neutral,560
ja,neutral,560
sie kämpfen in dem Webcomic,neutral,560
so sah dieses person_484 Mädchen eine Stufenleiter,neutral,560
wtf,non-neutral,560
tun sie? tatsu gegen sensei?,surprise,560
ja,neutral,560
deshalb sollten Sie den Webcomic lesen,neutral,560
Was ist falsch an einem Stiefvater,neutral,560
Ich weiß nicht,neutral,560
der gesamte Austausch hat mich sehr verwirrt,neutral,560
auch person_388 und ihre Fische haben laut für wie 2 Stunden pregaming wann werden sie verlasseneeeeeeeeee,non-neutral,560
Person_388 und ihr Fisch,neutral,560
bin ich Ihr Stett,neutral,560
Ich muss mir das anhören,neutral,560
Du bist mein Honigkuchenpferd,joy,560
Ich kann es nicht hören,neutral,560
oh nvm,non-neutral,560
es sind arschlaute Lautsprecher,neutral,560
Spielen sie gute Musik,neutral,560
Hey person_422...,neutral,504
Ich bin auf der Suche nach einem Ort zum Einziehen...,neutral,504
Wie viele Plätze sind also noch frei?,neutral,504
wir suchen eine Untervermietung für eine ganze Wohnung,neutral,504
Es passen 3 Personen hinein,neutral,504
(lacht) Okay.,neutral,504
Gut..im Moment habe ich keine anderen frnds zu teilen die Wohnung..,neutral,504
Muss ich die anderen beiden Personen holen?,neutral,504
ja,neutral,504
Okay cool,neutral,504
"Ich werde versuchen, nach zwei Personen zu suchen",neutral,504
"Ich werde versuchen, mich in ein oder zwei Tagen zurückzumelden.",neutral,504
ok,neutral,504
was ist der offizielle Vorteil von mehr Turbinenschaufeln in einem Motor,neutral,455
also mehr Flügel an einem einzelnen Lüfter?,neutral,455
ja,neutral,455
oder mit vielen Lüftern in einem Motor,neutral,455
oh,neutral,455
nein wie Klingen,neutral,455
"ich vermute, dass mehr Oberfläche einen größeren Druckabfall erzeugt",neutral,455
bedeutet das mehr Ausgangsleistung,neutral,455
ich schätze,neutral,455
oh,neutral,455
Sollte ich zu comp apps gehen,neutral,485
Ich möchte Person_451 eine Frage stellen,neutral,485
"Wenn Sie überspringen, dann überspringe ich",neutral,485
ughh ich weiß nicht,neutral,485
Ich bin bereits in der Klasse,neutral,485
Oder soll ich hingehen und dann früher gehen?,neutral,485
"Es ist ein Gastdozent, es ist wahrscheinlich nicht wichtig",neutral,485
Gründe,neutral,485
"Nun, dann erzählen Sie mir, was passiert ist",neutral,485
Lol okay,joy,485
"aber was ist, wenn er einen Appell oder etwas Ähnliches macht :O",non-neutral,485
"Warum sollte er das tun, er tut das nie",neutral,485
aber es ist ein Gastdozent,neutral,485
"Ich denke, Sie sind sicher lol",joy,485
Es sind nicht viele Leute hier,neutral,485
Okieeee lol,joy,485
1,neutral,485
1,neutral,485
Lol,joy,485
Hallo ich,neutral,446
Anscheinend sind Sie eine Hure,neutral,446
Was?,surprise,446
A wie,neutral,446
Hands on engineer,neutral,446
Okay...,neutral,446
"Nun, Sie sind eine seltene Rasse von sowohl Hacke als auch akademischem Ingenieur",neutral,446
Ich bin nur akademischer Ingenieur,neutral,446
Okay...,neutral,446
"Wenn ich selten bin, warum will mich dann niemand einstellen?",sadness,446
Idk,neutral,446
Seltene Erbse,neutral,446
Zu selten,neutral,446
oh,neutral,446
